date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:31:55	348/348	---M--	200	added ('OK')	image/png	etag:%22c1c4386-15c-514a9e6565780%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/arrow_left2.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/arrow_left2.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:55	343/343	---M--	200	added ('OK')	image/png	etag:%22c1c4388-157-514a9e674dc00%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/arrow_right2.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/arrow_right2.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:56	184/184	---M--	200	added ('OK')	image/png	etag:%22c1c4390-b8-514a9e6eeee00%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/coloredbg.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/coloredbg.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:56	2545/2545	---M--	200	added ('OK')	image/gif	etag:%22c1c4397-9f1-514a9e7690000%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/loader.gif	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/loader.gif	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:57	1579/1579	---M--	200	added ('OK')	image/gif	etag:%22c1c4406-62b-514a9e1179180%22	http://sbktcsociety.com/wp-content/themes/website/img/loader.gif	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/themes/website/img/loader.gif	(from http://sbktcsociety.com/wp-content/themes/website/style.css)
17:31:57	1348/1348	---M--	200	added ('OK')	image/png	etag:%22c1c4417-544-514a9e248be80%22	http://sbktcsociety.com/wp-content/themes/website/img/search_header.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/themes/website/img/search_header.png	(from http://sbktcsociety.com/wp-content/themes/website/style.css)
17:31:57	1186/1186	---M--	200	added ('OK')	image/png	etag:%22c1c4416-4a2-514a9e248be80%22	http://sbktcsociety.com/wp-content/themes/website/img/search_button.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/themes/website/img/search_button.png	(from http://sbktcsociety.com/wp-content/themes/website/style.css)
17:31:58	1181/1181	---M--	200	added ('OK')	image/png	etag:%22c1c441a-49d-514a9e285c780%22	http://sbktcsociety.com/wp-content/themes/website/img/social_button.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/themes/website/img/social_button.png	(from http://sbktcsociety.com/wp-content/themes/website/style.css)
17:31:59	1125/1125	---M--	200	added ('OK')	image/png	etag:%22c1c43dc-465-514a9e004e900%22	http://sbktcsociety.com/wp-content/themes/website/img/close.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/themes/website/img/close.png	(from http://sbktcsociety.com/wp-content/themes/website/style.css)
17:31:59	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Apr%202022%2012:02:00%20GMT	http://sbktcsociety.com/wp-content/themes/website/img/resp_navi_bg.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/themes/website/img/resp_navi_bg.png	(from http://sbktcsociety.com/wp-content/themes/website/style.css)
